rating,title,text,sentiment
1.0,Received wrong product,"Ordered &#34;Down to the River to Pray&#34; by Allison Krauss, but  received an &#34;accompaniment&#34; CD .  Thought it too much trouble to return and afraid to re-order since I would probably get the same wrong item.",0
5.0,Five Stars,Didn't come with poster or extra photocard,1
5.0,This is really an amazing record - but the mastering is crazy,"Altogether an amazing experimental pop/no wave/protest record, absolutely of it's time but still fascinating.  A few of these songs are both riveting lyrically and super cool and listenable enough to put them into my 5,000 desert island songs...but wait!  The mastering on this is so thin as to require the listener to ignore the screechy guitar at the high end in order to hear what's going on.  My theory is that this is a mastering job gone wrong.  Maybe the band wanted a crunchy guitar and thought the end result was how an album with crunchy guitars had to sound...or whoever was in charge of this reissue never asked anyone whether a different mastering job would serve the music better...or something!  There's gotta be an explanation for how bad this sounds!!  My suspicions are reinforced by examining where the screeching lies -- I found that there is one thin frequency band that is clearly boosted - the guitar occupies a few bands of frequency while this boosted frequency is just one thin part of the guitar sound, suggesting to me that something went wrong.  I experimented with attenuating that band and boosting the midrange and lower midrange and you are really left with a really great record that is also pretty listenable.  Please, please, whoever owns these masters, remaster this album so the world can hear how great it is!",1
5.0,Great and satisfying,Almost as good as her father Love it smooth listening great vocals and it is what I expect from her,1
5.0,Must read book,Very great book,1
2.0,Dr. Pol needs a crash course in Microbiology,"As an RN I squirm every time Dr. Pol performs procedures without gloves - castrations, squeezing abscesses, suturing.  I often wonder what his post procedure infection rate is but he uses antibiotics freely (too freely? given the development of smart bugs).  How many bacteria is he carrying around to share with clients, family, staff and friends  He's fast, has a lot of experience but I wouldn't let him treat any of my pets given his disregard for standard procedure in preventing or treating possible or actual infection.",0
2.0,Two Stars,I was expecting more trombone music not so much vocal music.,0
2.0,I am confused. Only one of the CD's works ...,I am confused.  Only one of the CD's works on my computer.  Is one only for DVD and no pic?,0
5.0,Music box cd,"Great cd collection of old and new tunes for those wishing to experience the beautiful resonance of either the newer Porter music box represented in this collection or the antique Regina. Purchased for the song ""Laura's<br />Theme"" from Dr. Zhivago. Something for everyone on this cd, you will be pleased!",1
2.0,Just Burn Your Own Copy,"The CD came in a 5mm SlimLine Jewel case without any tracks listed on the back. Looks as if someone just made a copy of the Cover Art and slapped it on the front without a pamphlet containing lyric sheets or tracks on the album. The CD itself looked like a burned copy that anyone can make at home. If you really want this album in a CD format I would suggest just burning it yourself. I gave it two stars as the CD itself plays just fine, however I was expecting an actual CD you’d pick up from the store",0
1.0,THIS CD IS A BOOTLEGGED COPY COPIED STRAIGHT FROM AN ...,THIS CD IS A BOOTLEGGED COPY COPIED STRAIGHT FROM AN LP OR AN MC! BRITISH CONCERT HAS ONLY BEEN RELEASED ON A 2 CD SET AS PART OF THE 20 CD BOX SET TITLED &#34;THE COMPLETE ENGLISH WORKS&#34; IN 2005!!! I HAVE BEEN VERY CLOSELY FOLLOWING NANA'S DISCOGRAPHY SINCE THE TURN OF THE CENTURY AND THERE HAS NEVER BEEN ANY MENTION OF HER BRITISH CONCERT RELEASED ON CD FOR INDIVIDUAL SALE. BUYER BEWARE!,0
1.0,DON'T BUY IT!!!,"Don't buy it!! I bought this set for my husbands 50th bday. I ordered it in advance so we could surprise him on our out of state trip for his big day. When we got back we played the first CD only to find it skips and the sound is very disappointing. When I called customer service (India I presume) they told me I was 12 days past the 30 day guarantee!!!!!! I was barely able to get a replacement for the first defective CD then was told I had 2 days to listen to every CD to make sure they were not defective. Otherwise, I'm out of luck. I was also told I to send an email to a different customer svc dept to see if they would offer any assistance. This was part of the response I received: &#34;When you called in on 8/30/17, you were past our 30 day money back guarantee. The notes on your account show that you were told this.&#34; If you like poor sound quality with defective cd's and desire to be treated like an idiot - well then, you've found what your looking for. However, if you're looking for a quality product and customer service when there are defects DON'T BUY IT!!! Stick to iTunes. Much easier process and much better quality.",0
1.0,Poor quality recording with skips on the soundtrack.,The recording had annoying skips in the soundtrack,0
5.0,Five Stars,i have these on vinyl and have been seeking  CD.,1
2.0,Plasfic Jewel Cases Are Cracked & In Small Pieces,All CD's Play Without Any Defect..The Plastic Jewel Case For Each Disc Is Cracked & In Small Pieces On One Edge..If Possible Send 3 Jewel Plastic Cases,0
2.0,Kiss cd,I hardly knew any of the songs so I gave it away,0
5.0,Conditions,It came in really good conditions,1
2.0,"Competent playing (mostly), but often plodding and uninspired","I wanted to love this set -- I really did. After all, I love Scott Joplin's music. I have all of the &#34;complete&#34; sets (Hyman, Zimmerman, Arpin, Kirby, Parker, Nielsen, Dowling). I have many, many more Joplin albums on CD and LP. I've read Ed Berlin's masterful Joplin biography cover-to-cover several times. I play many of Joplin's rags myself. Yes: I'm a Joplin nerd. No one really *needs* that much Joplin, but I find it endlessly fascinating to hear how various performers interpret his music. Even if he wasn't the &#34;inventor&#34; of ragtime, Joplin was certainly the finest ragtime composer of his day -- or any day since! Joplin crafted such delightful melodies, embedding many &#34;hidden&#34; counter-melodies along the way. He was a thoughtful, deliberate composer who clearly intended his works to be played as written. While I'm no purist -- I love to hear performers embellish and improvise on Joplin's themes -- his works are so well constructed that often the best interpretations are those that stick close to the score -- and that also bring the scores to life. William Appling succeeds on the first count, but falls short on the second.<br /><br />The best thing I can say about this set is that Appling's performances sound like what I've always imagined Joplin himself sounded like at the piano. That's not exactly meant to be a great compliment. Based on testimony from those who knew Scott Joplin and heard him play, he was never an especially skilled pianist. Debra Harder's own notes to this CD set quote one of Joplin's pupils, William Sullivan, who said that Joplin's playing was &#34;very slow and methodical.&#34; That's exactly what we get from William Appling. Very slow and methodical. Plodding even. While it is true that Scott Joplin famously advised that &#34;it is never right to play ragtime fast,&#34; that doesn't mean s-l-o-w. Anyone familiar with popular piano playing of the early 20th century will know that the vaudeville and Tin Pan Alley type of ragtime was often played at breakneck speed. Pianists like Mike Bernard and Willie Eckstein sought to impress and dazzle their audiences with playing that was fast and flashy. Rags by composers like Charles L. Johnson and George Botsford (with lots of 3-against-2 rhythms) were well-suited to such fast playing. But not Joplin. His rags are more densely scored, with lilting melodies and carefully considered harmonies. To play them very fast and flashy would ruin the &#34;weird and intoxicating&#34; effect Joplin sought to achieve. But played too slow, they lose all life and &#34;snap.&#34; Ragtime -- even Joplin's ragtime -- was at its heart dance music, and at dirge-like tempos, the &#34;fire&#34; goes out and we are left with... musical mush.<br /><br />There are a few selections where Appling turns in sensitive, enjoyable readings. His rendition of &#34;Solace&#34; is actually quite lovely, and &#34;Augustan Club Waltzes,&#34; though lacking in finesse, has a quaint &#34;parlor piano&#34; charm (despite the horrendous edits). I also rather liked Appling's atmospheric &#34;Binks' Waltz.&#34; I must also admit that &#34;Maple Leaf Rag&#34; -- surprisingly -- sounds pretty decent at Appling's sedate tempo.<br /><br />According to the booklet that comes with these CDs, Appling came to Joplin's music late in life, after an illustrious career as a pianist and choral director. He may have been a fine conductor of classical choral works, but he does not seem to have had much of a feel for the ragtime idiom. On these recordings, he sounds like a competent amateur classical pianist sight-reading Joplin. Not only are the performances often unbearably slow, but they are often devoid of nuance -- unless you consider the odd misplaced accent or self-indulgent rubato to be &#34;nuance.&#34; Appling gets the right notes and the right rhythms most of the time, but dynamics are generally limited to the mezzo-forte to forte range, and there is little attempt to bring out Joplin's lovely counter melodies. It doesn't help that Appling's illness at the time of these recordings prohibited him from working the pedals much. In the dry acoustic of his home studio (where the recording was made), Appling's pedal-less performances have an unpleasant, angular, &#34;choppy&#34; sound. Appling also has the bad habit of grunting, humming, or &#34;singing&#34; along with his playing at times in a way that I find both irritating and distracting. (I suppose some will find it &#34;charming.&#34;) If you want a sample of his vocalizing, check out &#34;Euphonic Sounds.&#34;<br /><br />Appling's performances aside, the recording and editing of this CD set is sub-par. Many of Appling's herky-jerky accents over-saturate the recording, leading to moments of harsh distortion. Adding insult to injury, the rather clumsy editing has left many, many audible splices that mar the performances. Some performances seem to have been stitched together from multiple takes where the microphones were repositioned between takes, leading to a piano that moves around the soundstage without warning. And if only the producers had carried some WD-40 to the recording sessions! Apparently, Appling *could* work the pedals in some cases. When he uses them, the pedals squeak like crazy!<br /><br />The booklet features two essays: one by Debra Lew Harder that tells us about William Appling and tries to make the case that his performances are &#34;definitive&#34; because Scott Joplin was African-American and William Appling was African-American too. Somehow, she claims, Appling's race gives him a &#34;profound understanding of Joplin's music.&#34; That's skating on thin ice, and I don't buy it. The other essay, by Patricia Oldham, summarizes the injustices African-Americans faced in the post-Civil War South, making shaky inferences about what the Joplin family experienced in the 1860s and 1870s, and providing little of substance that directly relates to Joplin's career as a ragtime composer in the early 1900s. The booklet is illustrated with pictures of the choirs that Appling conducted, a few portraits of him and Joplin, and a heavily pixilated color reproduction of the Scott Joplin mural in Sedalia, Missouri.<br /><br />As a side note, this set claims to present Scott Joplin's &#34;complete rags, waltzes, & marches,&#34; but all of the Joplin collaborations are missing. Thus, no &#34;Heliotrope Bouquet.&#34; No &#34;Swipesy Cakewalk&#34; or &#34;Something Doing.&#34; No &#34;Kismet&#34; or &#34;Felicity Rag.&#34; No &#34;Sun Flower Slow Drag.&#34; These works are part of the Joplin oeuvre too, and their omission is regrettable.<br /><br />It seems that Appling was a genuinely good guy, and I think his heart was in the right place. I am delighted that he discovered Scott Joplin's music, and he obviously took great joy in it. It's just too bad that he doesn't seem to have been up to the task of playing Joplin's works at &#34;full steam&#34; when these recordings were made. Had he come to Joplin earlier in life, and had he had more time to study and develop a feel for ragtime, perhaps he would have played Joplin's rags with a bit more elan. I realize that these recordings were made when Appling was ill -- and I was tempted to give an extra star out of &#34;pity.&#34; This CD was put together in the years following Appling's 2008 death by people who knew Appling and obviously held him in high esteem. I can imagine that this CD will be a treasure to those who knew Appling -- a wonderful keepsake of a teacher, friend, and colleague. Joplin completists like myself will want to have it, but for the Joplin newcomer or someone wanting a single good &#34;definitive&#34; performance, I'd suggest looking elsewhere.",0
5.0,Five Stars,Love it,1
5.0,Good sound and on time,"Good pressing and on-time delivery.  I always worry when buying old 45s, but this sounds great in the old jukebox.",1
2.0,if you enjoy plainchant...,"Had I known what this recording actually was – I wouldn’t have bought it. I was exploring the Gimell catalog and the recordings of the Tallis Scholars, a great British a cappella vocal ensemble, and chanced on this one, from 1988 and the early days of the CD. I guess I was expecting something like Hildegard von Bingen, or the Chants of the Sybil ([[ASIN:B0000264IM El Cant de la Sibil-la I]]), mystical chants, or maybe early polyphony in the style of Leonin and Perotin.<br /><br />Not so. This is plainchant. The “Sarum rite” is the Roman Catholic liturgy as it was exercised in the 13th century at the Church of Salisbury, one of the major churches and rites of Medieval England. “The music recorded here is from the First Mass of Christmas according to the Salisbury Rite. It would have been celebrated after midnight on Christmas Eve, and was known as the Missa in gallicantu – the Mass at Cockcrow”. The Chant was taken from 16th century Missals and Graduals.<br /><br />So, okay, this is plainchant: monophonic, square and simple rhythms modeled on spoken language, limited melodic intervals – maybe great for the rite, but, truly, the degree zero of music. 55 minutes of it.<br /><br />If you like plainchant and Gregorian chant, you may enjoy this recording more than I did. At least my copy was cheap – that’s why I bought it, in fact. Well, you can’t win every time. Now I'll return to Hildegard and Perotin.",0
1.0,"No access to daily messages, mantras, reflection questions, journal and images","I love this series - but - when you buy it here - you do not get all the features that you get when you purchase through the chopra center - and it is the same price!!!!<br />Here is what you get when you buy from Amazon vs. what you get when purchased from Chopra Center:<br /><br />With the MP3 that you purchase with Amazon, here is the following information:<br />* Audio only<br />* Can download to computer through Amazon process<br />* NO interactive components (such as access to the daily messages, mantras, reflection questions, journal, and images)<br /><br />Here is what you can get with the On Demand though chopracentermeditation.com:<br /><br />* Streaming only<br />* No download (except through the app to your mobile device)<br />* Full experience, as normal, which includes access to the daily messages, mantras, reflections questions, journal, and images.<br />* Can use their free app to access meditations<br /><br />So love the series  - it is definitely a 5 Star - but when you buy it on Amazon it is a very limited experience. So I am sad I purchased it on Amazon...I do love Amazon - but this time, I made a mistake.",0
1.0,Not buying the hype,"I haven't heard these altered recordings, but until I do, I'm not buying all these hyped-up reviews on faith. Sounds like the same one or two reviewers under different names. Lots of exclamation marks and exhortations to buy. Notice that all the other reviews are in the space of a short time, and not a single one is a ""verified purchase."" Something smells fishy here.",0
5.0,Quality,Love this cd and song was  in Perfect shape,1
1.0,One star.. there is not a single review ...,One star..there is not a single review here that is about this recording...,0
2.0,Not Billy Smiley,"the ad said that this was Billy Smiliey as performer, but it's Billy Smiley as producer / arranger ... fine relaxing music, but either misleading or incorrect marketing",0
1.0,more added hit titles.,It  only had one of their many hits on the c d.,0
1.0,This stinker of a hose blew out after one month ...,This stinker of a hose blew out  after one month. Not worth sending back but don't buy it. Cheap begets cheap.,0
1.0,not original,"can someone please tell me whose idea it was to make a cd of classic songs but have the artists re-sing them, who wants to buy that, most people who grew up with those songs would want the original, not some remade copy.<br /><br />overall: dont make the same mistake i made, look out for the new stereo recording printed somewhere on the cover...",0
5.0,One of the greatest albums of all time,Gary Duncan is absolutely amazing as a songwriter. And what a guitarist!,1
1.0,BANG BANG-pop culture breathes its last!,"And the drivel keeps rolling along. I didn't think pop music could get much worse than &#34;Anaconda&#34; or &#34;All About the Base,&#34; but I just may have been mistaken. Music in the 21st century seems to have flat-lined and there would appear to be no chance of survival.",0
5.0,Right Up There With 1st CD,"This CD goes right up there, if not surpasses apt. core's first CD ""Rhythems of Remembrance.""  I especially like the track ""Loved.""<br /><br />This entire CD sets the atmosphere of tranquility and praise.  The majority of the CD is ambient which I have no problem with.  It's just amazing to listen to.<br /><br />I suggest this CD to anyone who is a fan of Andy Hunter and his CD ""Exodus.""  Both artists do a superb job in not only creating music but creating an atmosphere.",1
1.0,"Just announced, its being reissued! Remastered with the ...","Just announced, its being reissued!  Remastered with the same quality as the rest of the 2016 reissues, $100 or less.  It’s in my cart!",0
1.0,poor sound quality,"I had no idea this was a live concert. Very poor quality, it has great songs but they cant be appreciated.",0
1.0,Do not buy,I had to return it. The vinyl is cheap and warped. Caused most songs to skip.,0
1.0,Price Gouging Ahead! Great CD,"I like the CD but WHY would anyone ever attempt to charge over $1,000 for a CD??!!!  Someone is just lunatic to charge this price!",0
4.0,Four Stars,good music for us old people,1
1.0,Very disappointing a total rip off and will never order from this company again,"I received my first CD as a gift the music was beautiful but it skipped the whole way through even after cleaning it. Ordered another one paid $26 for it and I received it the price on the cover was $9.99 first rip off. When I played the second one it skipped the whole way through just like the first one, Second rip off. Very disappointing",0
1.0,What are the songs?,I would like to know what songs are on this album before buying it.,0
2.0,Not What I Expected,"This was recorded in a live performance, and the words were very difficult to understand. Background sounds, British English, and less than wonderful audio combined to make it difficult for me to enjoy.",0
1.0,its warped in a way where it skips in-between two ...,its warped in a way where it skips in-between two songs so two hear the next song I have to place the needle on it.,0
4.0,For the Rootsheads Only. . .,"Should you ever find yourself seeking a really really mellow reggae vibe, eight times out of ten I'll probably recommend that you seek out the latest Luciano release. Those other two times I'll suggest you take the route that I've been doing for the past year or so and check out a Batch release. Batch is one of the preeminent producers and ever developing artists coming out of the Virgin Island reggae scene and briefly being based in the States (in the very reggae heavy Virginia I believe, to my knowledge he has since returned operations to St. Croix) Batch continues to spread his heavy, yet very smooth blend of reggae music through his label Sound Vizion Records. Having originally made his name as a virtual utility musician, playing a variety of instruments for a variety of very well known artists including some Jamaica's finest roots and dancehall talents, Batch is now very known and respected for not only his own music, but having done production work for some of the finest talents in the Virgin Islands (and I'm just waiting until an artist from Jamaica, especially Lutan Fyah, makes his way to Batch's studio). Batch has even done production work for the Midnite band (on the He is Jah album), the dominant name of the Virgin Island reggae scene and has pushed his name alongside the most respected production and musician names of the genre such as Tuff Lion, Laurent `Tippy' Alfred, Ronnie Benjamin and Dean Pond. All the big producers have definitely their own style; while often times the VI reggae sound is categorized by many (including myself sometimes) to be like the old school Jamaican sound just before the digital dominance began, it isn't always a fair comparison on categorization as the genre continues to develop nearly daily. The brilliant Tuff Lion for instance (and check his debut album, Utterance, as well) is most noted for his guitar works and thus his productions (which occurs largely with Laurent Alfred) reflects that; while with Alfred himself, he seems to take his compositions in a variety of directions, encompassing both that ultra heavy, old school vibe as well as, at times, that large anthem sound of today's roots for his label, I-Grade Records; Dean Pond, most noted for working with veteran St. Croix singer Army and doing lead production for the debut of Pressure Busspipe, The Pressure is On, but also having a basis which began with Midnite production as well as works for other artists, almost exclusively has that large sound of `neo-roots' reggae. Ronnie Benjamin's production style is almost completely the very heavy and mellow old school sound which blends perfectly with the style of ultra roots music his band, Midnite, makes. Batch's style is closer to Benjamin's style with a touch of Dean Pond and others. Could you take somehow take Batch back to 1960's-1970's Jamaica, today he would probably be a household name in reggae music.<br /><br />His own works have lead to the creation of his label which most notably has served as a launching pad for one of the future (and arguably current) superstars of the genre, Ras Attitude. The connection between the two artists has proven to be quite successful, Batch's Sound Vizion has, to date, released two albums (his debut Happiness and the very solid Love Life) from Attitude, and as his base has also pushed him into very successful ventures with other producers all over the world (I recently saw a video for a Ras Attitude song played here in Jamaica!). Credit goes to Attitude definitely for encouraging the previously almost exclusive studio and instrumental performing Batch to take the front stage  more and more and actually produce for himself. The result has been a very respectable run of now five albums (the fifth is I-Ver Strong which I'm currently listing to), four of which were produced by Batch (the new one was not) and three of which saw their exclusive release on his own Sound Vizion label. I'm anticipating that someday the two will actually be releasing an album together, that album will undoubtedly be one of the most substantial pieces for the genre to date. Batch has also done production work on his label for Mada Nile, a very nice chanter from out of St. Croix as well (check out her new album on Sound Vizion, Many Roads), his `secret weapon' the developing Ahfyah and others such Masta Chang, Shepard, fellow producer Ras L and even Ima, Batch's wife (who plays a very prominent role on this album, as a background singer, although wonderfully credited as a `front ground` vocalist). I've always maintained that Batch's production work is undoubtedly where his true success lies, I hope someday Sound Vizion grows to the size of Alfred's I-Grade label thus giving Batch the opportunity the opportunity to work with nearly every sensational young roots talent from out of the VI scene, but his talents on the mic are definitely not to be overlooked. While Ras Attitude often times comes off as the supremely talented wordsmith capable of adopting almost any style while still seemingly (at least these days) being entirely more comfortable as a singer, Batch, on the other hand is almost a pure chanter. His style of chanting, however does involve a great deal of singing and he basically veers between the two styles at such a rate that they both, combined, actually BECOME his style. I liken him to an overall more vocally talented version of Vaughn Benjamin, lead singer of Midnite (although certainly not as talented with the word as that lyrics machine, but very respectable still) and perhaps even more closely related vocally to a lite version of Bambu Station lead singer Jalani Horton (minus the occasional volcanic outbursts which make Horton's style so very unique to him). And the good thing about Batch, the artist, is that he obviously continues to grow, on one of his most recent albums, To the Root, he displayed a much more melodically nice vibe which wasn't present on his previous work, Jah Guidance (although that album STILL stands as musically, in my opinion, his greatest piece to date).<br /><br />Besides To the Root, I-ver Strong and Jah Guidance, his three most recent pieces, there was the beginning with Who You Are, which really got the international buzz going about him as an artist, becoming one of the most popular underground pieces in the brief history of the VI reggae genre and then Keep the Faith. Keep the Faith didn't exactly attract much of the same attention as Who You Are (which I took an extraordinarily long and dumb time in picking up) but purely from a musical standpoint stands in very fine comparison to that album just a year before.<br /><br />Checking in at a very healthy seventeen tracks and featuring no official combinations, Keep the Faith is an excellent showcase of Batch's overall musical game. It is, for the most part a heavier vibe (which he himself attributes to having had more experience at the point) and an album which definitely requires a several listens to truly appreciate. Keep the Faith is just, in its simplest form, knowledge, you can literally learn something about yourself listening to it, and its all delivered in that typical laid back, Batch style which is just doing wonders or me these days. The album opens with Leave Out of Babylon a very solid repatriation anthem which Batch is very good at writing (also is devastatingly proficient at the herbalist tune as well). The song isn't too dissimilar lyrically to a track which appeared on the To the Root album, Carry Beyond. Batch can write a repatriation vibe that just makes you want to pack up everything, get your family and head Black to Afrika at that MINUTE, all done in a very mellow style, just a nice inspiring vibes. The aforementioned herbalist tune (which is also a nice penchant Luciano) comes in the form of early track Tree of Life. Batch's method of writing these types of tune is almost a praising vibe where you almost personify or in some cases even deify the herb itself, focusing more on the positive aspects of it (which is his style with almost everything), rather than taking the road used by so many in defending it. Tree of Life is no different and it stands as one of the more interesting songs on Keep the Faith and if you are an enjoyer of the herb, definitely a song you would be interested in hearing. Sons & Daughters is just a compete praise His Imperial Majesty and HIS followers from all walks of life and one of the best tracks you will probably hear Batch voice (my two favorite Batch tunes remain Ah Rulah from the Who You Are album and Hail the King from the To the Root album). Later on in  Keep the Faith is a very interesting song Reaching. Reaching speaks on many of the trivial and inconsequential things which have arisen to divide Afrikan people. While definitely not his greatest creation musically (its built over a riddim which is pretty much all over the place), you definitely need to hear the lyrical vibe poured into the message on Reaching , definitely a must hear for fans of Batch and others as well. Check Justice. Justice is a quietly aggressive of all the struggles Afrikan men and women face in the world and its just a lovely done song over a riddim done so minimally but one which certainly is one of the most powerful on the album altogether.<br /><br />My absolute favorite tune on Keep the Faith is the title track (I don't think that happens very often at all). Keep the Faith, the song, is an excellently done challenge to those in the struggle to maintain and `keep the faith' for the reward for doing such will be great. While not an official combination, his wife, Ima, compliments her husband very well adding vocals throughout and while she appears on several tracks (and on some in slightly more prominent roles)(check Jah Run Things) Keep the Faith is undoubtedly her highlight as she voices the wonderful twenty five second long intro to the track and continues to hold a high vibe throughout.  Another tune here which stands out to a very high case is the wicked wicked Sane Cry. While you could never describe Batch's musical style as even bordering near anywhere dancehall, Sane Cry is about as close as he gets to that vibe, even almost getting to something which gives a semblance of a DJ style on the tune. Sane Cry is Keep the Faith's changeup, a nice mix of the vibes and what you're used to from Batch into something different which is definitely worth listening to. One of the other real standouts on Keep the Faith (there are four altogether) is the tune When. When is an admonishment to those in society who have lost their way and not living in a positive way or in a selfish way. Its done over one of the best riddims you'll hear out of the Sound Vizion camp, I recognized it almost immediately as the tune which backed Ras Attitude brilliant War to Win, from the Love Life album, the riddim is such a heavy heavy one drop which absolutely serves perfectly as a showcase for Batch's talents as a producer and simultaneously, an excellent backdrop for one of his finer tunes as a vocalist. The final truly big track on Keep the Faith is the closer, the To the East instrumental. To the East is the name of the riddim which backs the aforementioned tune When and its almost a reward to the fans. You hear that wonderful riddim and its almost not even a matter of opinion, but a matter of fact: The To the East is a beautiful riddim. The decision to include it as the final track on Keep the Faith was a wonderful idea and one that truly strengthens the album overall.<br /><br />Another nice spot of tracks I have to mention on Keep the Faith comes just before the very solid ending tracks. Check Zion Kingdom Come which is a lovely song speaking not only the wonders of Zion itself, but the wonders of seeking Zion as well; check the song for the Empresses, the lovely Good Virtues, very nice track for the Black Queens and men who treat their Queens like such;  and lastly I'll mention Full Circle which sounds like something snatched out of 1960's Jamaica, I was expecting to hear Alton Ellis chime in after the very nice beginning, but Batch does a very respectable job with the vibe.<br /><br />Overall, I'm recommending taking undoubtedly long road it would take to find this very hard to find gem (although, shockingly, you can RIGHT NOW purchase it on Amazon) to the more experienced and initiated roots fans. Newer fans, I think you may find Batch's newer and extremely more accessible (both musically and actually finding the albums) material. When considering that  along with recording  and producing this massive album, he was also recording and producing Ras Attitude's Love Life album as well as Mada Nile's debut album, Rise Today simultaneously. While all the productions were definitely similar, they shared very little in the way of actual production and riddims. Batch is to be commended for that along. Also commend him for the very nice album that is Keep the Faith, a very nice and mature roots album for the well versed and experienced roots fan.",1
2.0,Two Stars,Very very noisy.,0
1.0,No,sound is not good,0
5.0,arrived on time and was as described,"This disc arrived, and I am very happy with it.  I was able to print out exactly what i needed, and it is nice to have the disc to be  able to print multiple copies for other kids.<br /><br />It has all the letter people, as well as the printing/penmanship pages (upper & lower case) and songs for each letter.<br /><br />My son already knew his letters, so i bought this to help with his printing.  So far, it has helped his interest and I am confident this will be a good resource for us to improve his fine motor skills.",1
4.0,Nice job,"This is definately more different then what I was used to as a Kraftwerk fan, but it is definately worth picking up & adding to your collection.If you are not a Kraftwerk fan but love just music & instrumental type music then you will love this.",1
5.0,Five Stars,very good,1
4.0,The Dead Years,"Between 1980 -1987 there were no studio releases from the Grateful Dead. The songs just kept on coming forth and the band was on the road more than ever before. Spring Tour 1984 began in Hampton Coliseum on Friday the 13th of April and again on the 14th. I attended both shows and brought some newbies along to two of them. Jerry had a couple of good nights in Virginia and his vocals are much better than what you will hear on the Philadelphia shows a week later. Brent, shined on a really soulful ""Don't Need Love"" that was amazing to hear on the second night and I do wish they had released Hampton over Philly but that's how the wheels turn in Deadville.<br /><br />Dave's Picks has avoided 1984 like it was a killer virus and at long last here is Dave's #35 and love it or don't we have (at last) an  84 show to enjoy. Fresh outta the gates with ""Feel Like A  Stranger"" ""Cold Rain & Snow"" and ""Beat It On Down The Line"" is a good one-two-three punch of thrust and the band is playing solid and even if Jerry's vocals are a bit off for this run it shows that Brent is right in there making every thing better with his harmonies making Jerry a bit thicker in the mix. The first set is good example of old favorites with a bit of the new mixed in (""My Brother Esau"") that appeared on a studio record from the band a few years down the road.<br /><br />The second and third discs spotlight the second set with seven selections from the 19th added on to make it even better. ""Scarlett>Fire"" at almost 30 minutes in length is a monster.  ""Morning Dew"" into the two Chuck Berry rockers close out a hot set of playing. ""Keep Your Day Job"" wasn't a big favorite of Deadheads but it's the encore at the end of show.  With the (at long last) official release of ""Day Job"" on an official GD recording you now cab be your own judge to decide if this one  passes muster or not.<br /><br />The 7 selections from the 19th are very well selected. ""The Wheel"" ""Wharf Rat"" and ""Sugar Magnolia"" are on the end of disc two. The final disc features ""China Cat>Rider"" ""Estimated Prophet"" and ""Terrapin Station"" and (for me) the tunes from the 19th are the stars of the second and third discs they all add to the overall quality of this collection. It sure is nice to hear something from the 1980's included in the ""Dave's Picks"" series and I sure do hope we don't have to wait to much longer for a crispy 1985 show to be introduced for the faithful.<br />Four Stars!",1
5.0,Great album,Bought for a gift,1
2.0,Careful...,"Made in AUT in 1996, Serial# 33215-2, Playing Time 51:45<br />This is album #9 from Canada's self-proclaimed &quot;Metal Queen&quot;, and represents a drastic departure in style and sound texture from her previous albums.<br />&quot;Emotional Rain&quot;, her previous album, displayed more subdued rock and better polished melodies than its predecessors, but this present album switches gears into what I call the &quot;nowhere rock&quot; genre.<br />I like LA's singing, and &quot;LA&amp;2P&quot; demonstrates her talents. But everything around that is a great disappointment. From the opening notes of the first track, in which the vocals seemed to have been recorded in a large underground garage (maybe it was), I was afraid this album would be a musical catastrophe: the instrumentation is basic, poorly recorded, but mostly pointless: it's music without melody or purpose, and even though some of the arrangements are at times (but rarely) adequate, you won't be captivated by any of it.<br />This album was a 1-off: her latest, &quot;Slick Chick&quot;, is a tribute to swing: talk about lack of constant direction!<br />Perhaps this will be enjoyable to people ignorant of Lee's previous albums, since they'll have nothing to compare it with. But if you're somewhat familiar with albums like &quot;Powerline&quot;, &quot;Bodyrock&quot; or &quot;Metal Queen&quot;, be careful this time: try to borrow a copy from someone else first, or listen to some song samples: this is no &quot;traditional&quot; Lee Aaron...",0
5.0,Dust Bowl,Love this CD,1
5.0,Five Stars,great music!,1
2.0,How Do Tape Loops Constitute a Quadruple Album?,"Anyone who is into producing music knows how little effort this took.  Since The Downward Spiral, NIN has gotten worse & worse.  ""Gee, I'll muck around in the studio for 5 minutes and call it a song!""  A few of the tracks with actual drum programming are decent, but not many.",0
2.0,Don't waste your money.,Not very memorable! Could have done without it.,0
5.0,Five Stars,None,1
1.0,Great Album Ripoff Price,I can't believe people are trying to sell this album for such a high price when it's only 11.99 at flying saucer records or 21.99 for both of their albums.,0
2.0,Two Stars,Love the music but case came broken and cd skips,0
5.0,Five Stars,It was absoutly great thank you,1
2.0,Fault,"There's nothing in here about tennis psychology - don't let the title mislead you.  In fact, Sampras shows himself to have very little insight into himself, or much else.  Worse, he seems to have absolutely no inclination to think about these things.  He simply talks about ""the gift"" - being the flow of playing well; yet never seeks to explain (probably because he never understood) the relationship between the practice, hard work, mental training, diet, tactics, injuries, or luck and his achievements.<br /><br />There are lots of facts about the games that were played and the coaches that were used at different times.  It's more of a diary or matches then an autobiography.<br /><br />It's intructive and sadly amusing to read about Sampras' view of his good relationship with Agassi, and the diametrically contrasting perception that Agassi expresses about Sampras in ""Open"".<br /><br />It's a reasonably easy read, with some superficial information about Sampras and the tour.  That's it.  If you are looking for more, this is not the book for you.",0
